Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile
Ancona Calcio,Settimio Lucci,34,Italia,Difesa,Difesa,-,Ternana Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/settimio-lucci/profil/spieler/224571
Ancona Calcio,Carlo Sassarini,28,Italia,Terzino sinistro,TS,-,Ternana Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/carlo-sassarini/profil/spieler/17960
Ancona Calcio,Vincenzo De Liguori,20,Italia,Centrale,CC,-,AC Juve Stabia,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/vincenzo-de-liguori/profil/spieler/85267
Ancona Calcio,Raffaele Biancolino,22,Italia,Punta centrale,P,-,Renato Curi Angolana,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/raffaele-biancolino/profil/spieler/25486
Ancona Calcio,Stefano Bono,21,Italia,Centrale,CC,-,Ascoli Calcio 1898,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/stefano-bono/profil/spieler/85872
Ancona Calcio,Diaw Doudou,24,Senegal,Difensore centrale,DC,-,Igea 1946,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/diaw-doudou/profil/spieler/22108
Ancona Calcio,Stefano Mundula,24,Italia,Centrocampo,Centrocampo,-,Real Teramo,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/stefano-mundula/profil/spieler/6813
Ancona Calcio,Andrea Staffolani,17,Italia,Punta centrale,P,-,Ancona Giovanili,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/andrea-staffolani/profil/spieler/82742
Ancona Calcio,Gilberto D'Ignazio Pulpito,31,Italia,Difesa,Difesa,-,Udinese Calcio,Italia,,In,2000,s,serie-b,https://www.transfermarkt.it/gilberto-dignazio-pulpito/profil/spieler/106108
Genoa CFC,Simone Giacchetta,30,Italia,Difensore centrale,DC,-,Reggina Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/simone-giacchetta/profil/spieler/16686
Genoa CFC,Marcello La Bruna,19,Italia,Difesa,Difesa,-,,Sconosciuto,?,In,2000,s,serie-b,https://www.transfermarkt.it/marcello-la-bruna/profil/spieler/756816
Genoa CFC,Andrea Sussi,26,Italia,Terzino sinistro,TS,-,US Salernitana,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/andrea-sussi/profil/spieler/12565
Genoa CFC,Francesco Zanoncelli,32,Italia,Difensore centrale,DC,-,Brescia Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/francesco-zanoncelli/profil/spieler/223022
Genoa CFC,Roberto Breda,30,Italia,Centrocampo,Centrocampo,-,AC Parma,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/roberto-breda/profil/spieler/21978
Genoa CFC,Christian Scalzo,28,Italia,Attacco,Attacco,-,Alzano Virescit,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/christian-scalzo/profil/spieler/281395
Genoa CFC,Fabrizio Lorieri,36,Italia,Portiere,POR,-,US Salernitana,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/fabrizio-lorieri/profil/spieler/226081
Genoa CFC,Paul Codrea,19,Romania,Centrale,CC,-,FC Arges Pitesti,Romania,?,In,2000,s,serie-b,https://www.transfermarkt.it/paul-codrea/profil/spieler/16138
Genoa CFC,Andrea Campagnolo,22,Italia,Portiere,POR,-,AS Roma,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/andrea-campagnolo/profil/spieler/21913
Genoa CFC,Sam Mbre Marshall,18,Niger,Centrocampo,Centrocampo,-,Conegliano Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/sam-mbre-marshall/profil/spieler/768183
Genoa CFC,Daniele Portanova,21,Italia,Difensore centrale,DC,-,US Avellino,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/daniele-portanova/profil/spieler/21696
US Pistoiese 1921,Girolamo Bizzarri,33,Italia,Attacco,Attacco,-,Modena FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/girolamo-bizzarri/profil/spieler/228112
US Pistoiese 1921,Mirko Mancini,19,Italia,Difensore centrale,DC,-,AS Cisco Lodigiani,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/mirko-mancini/profil/spieler/585391
US Pistoiese 1921,Alessandro Sgrigna,20,Italia,Seconda punta,SP,-,Hellas Verona,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-sgrigna/profil/spieler/38642
US Pistoiese 1921,Dmytro Koltsov,18,Ucraina,Centrocampo,Centrocampo,-,Sparta Rotterdam U21,Olanda,?,In,2000,s,serie-b,https://www.transfermarkt.it/dmytro-koltsov/profil/spieler/496785
US Pistoiese 1921,Nicola Pagani,22,Italia,Difesa,Difesa,-,Fermana Calcio 1920,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/nicola-pagani/profil/spieler/742953
US Pistoiese 1921,Michele Pagano,22,Italia,Terzino sinistro,TS,-,Calcio Catania,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/michele-pagano/profil/spieler/300510
US Pistoiese 1921,Marco Ferro,18,Italia,Attacco,Attacco,-,Calcio Padova,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/marco-ferro/profil/spieler/287421
US Pistoiese 1921,Vincenzo Lambertini,30,Italia,Difesa,Difesa,-,Delfino Pescara 1936,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/vincenzo-lambertini/profil/spieler/288470
US Pistoiese 1921,Christian Cimarelli,24,Italia,Centrocampo,Centrocampo,-,AC Chievo Verona,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/christian-cimarelli/profil/spieler/56899
US Pistoiese 1921,Manuele Guzzo,24,Italia,Difensore centrale,DC,-,Cosenza Calcio 1914,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/manuele-guzzo/profil/spieler/287389
US Pistoiese 1921,Ghislain Akassou,25,Costa d'Avorio,Difensore centrale,DC,-,FC Lugano,Svizzera,?,In,2000,s,serie-b,https://www.transfermarkt.it/ghislain-akassou/profil/spieler/21681
US Pistoiese 1921,Alessandro Evangelisti,19,Italia,Centrale,CC,-,,Sconosciuto,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-evangelisti/profil/spieler/28016
US Pistoiese 1921,Pasquale Rocco,29,Italia,Mediano,M,-,Treviso FBC 1993,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/pasquale-rocco/profil/spieler/223482
US Pistoiese 1921,Alfredo Aglietti,29,Italia,Punta centrale,P,-,AC Chievo Verona,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alfredo-aglietti/profil/spieler/166879
US Pistoiese 1921,Massimiliano Allegri,32,Italia,Centrale,CC,-,Delfino Pescara 1936,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/massimiliano-allegri/profil/spieler/163501
US Pistoiese 1921,Alberto Maria Fontana,25,Italia,Portiere,POR,-,Calcio Sandonà,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alberto-maria-fontana/profil/spieler/21884
US Pistoiese 1921,Francesco Baiano,32,Italia,Ala destra,AD,-,Ternana Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/francesco-baiano/profil/spieler/107802
US Pistoiese 1921,Cristian Dorin Tudor,17,Romania,Punta centrale,P,-,Gloria Bistrita,Romania,?,In,2000,s,serie-b,https://www.transfermarkt.it/cristian-dorin-tudor/profil/spieler/25662
US Pistoiese 1921,Andrea Barzagli,19,Italia,Difensore centrale,DC,-,Rondinella Impruneta,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/andrea-barzagli/profil/spieler/7109
US Pistoiese 1921,Nicola Carlo Pagani,22,Italia,Difensore centrale,DC,-,Reggina Calcio,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/nicola-carlo-pagani/profil/spieler/43225
US Pistoiese 1921,Cristian Biancone,22,Italia,Punta centrale,P,-,AC Savoia 1908,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/cristian-biancone/profil/spieler/24293
US Pistoiese 1921,Joachim Spina,15,Italia,Portiere,POR,-,Pistoiese Giovanili,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/joachim-spina/profil/spieler/56908
US Pistoiese 1921,Marco Vendrame,23,Italia,Centrocampista di destra,CD,-,AS Cisco Lodigiani,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/marco-vendrame/profil/spieler/227287
US Ravenna,Gilbert Bodart,38,Belgio,Portiere,POR,-,Brescia Calcio,Italia,gratuito,In,2000,s,serie-b,https://www.transfermarkt.it/gilbert-bodart/profil/spieler/118144
US Ravenna,Krasimir Chomakov,23,Bulgaria,Mediano,M,-,US Lecce,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/krasimir-chomakov/profil/spieler/15344
US Ravenna,Giovanni Serao,23,Italia,Difensore centrale,DC,-,SP Ars et Labor,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/giovanni-serao/profil/spieler/228319
US Ravenna,Maurizio Tacchi,26,Italia,Attacco,Attacco,-,Vis Pesaro 1898,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/maurizio-tacchi/profil/spieler/301217
US Ravenna,Giacomo Dondoli,21,Italia,Portiere,POR,-,Cavese 1919,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/giacomo-dondoli/profil/spieler/309166
US Ravenna,Mattia Rinaldini,20,Italia,Mediano,M,-,Calcio Padova,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/mattia-rinaldini/profil/spieler/300686
US Ravenna,Massimiliano Corrado,28,Italia,Terzino destro,TD,-,Modena FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/massimiliano-corrado/profil/spieler/223460
US Ravenna,Filippo Dal Moro,29,Italia,Terzino sinistro,TS,-,AS Roma,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/filippo-dal-moro/profil/spieler/227738
US Ravenna,Omar Fantin,19,Italia,Attacco,Attacco,-,Calcio Padova,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/omar-fantin/profil/spieler/308897
US Ravenna,Alessandro Arricca,22,Italia,Centrocampo,Centrocampo,-,Modena FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-arricca/profil/spieler/269868
US Ravenna,Rosario Pergolizzi,31,Italia,Terzino sinistro,TS,-,Calcio Padova,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/rosario-pergolizzi/profil/spieler/222728
US Ravenna,Emiliano Biliotti,25,Italia,Trequartista,TQ,-,US Lecce,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/emiliano-biliotti/profil/spieler/21183
US Ravenna,Gennaro Scarlato,23,Italia,Difensore centrale,DC,-,Torino Calcio,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/gennaro-scarlato/profil/spieler/21758
US Ravenna,Roberto Colacone,26,Italia,Seconda punta,SP,-,AS Lucchese Libertas,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/roberto-colacone/profil/spieler/22312
US Ravenna,Andrea Silenzi,34,Italia,Punta centrale,P,-,Torino Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/andrea-silenzi/profil/spieler/180552
US Ravenna,Michele Gelsi,31,Italia,Centrale,CC,-,Delfino Pescara 1936,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/michele-gelsi/profil/spieler/32118
US Ravenna,Cristiano Scapolo,29,Italia,Trequartista,TQ,-,SSC Napoli,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/cristiano-scapolo/profil/spieler/164567
US Ravenna,Alex Calderoni,24,Italia,Portiere,POR,-,Alzano Virescit,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/alex-calderoni/profil/spieler/19452
US Ravenna,Davide Mandorlini,16,Italia,Difensore centrale,DC,-,Ravenna Primavera,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/davide-mandorlini/profil/spieler/85884
US Ravenna,Alex Nodari,18,Italia,Difensore centrale,DC,-,Ravenna FC Academy,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/alex-nodari/profil/spieler/302011
US Ravenna,Mattia Mela,19,Italia,Difensore centrale,DC,-,Ravenna Primavera,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/mattia-mela/profil/spieler/307461
US Ravenna,Alessandro Nonnato,16,Italia,Attacco,Attacco,-,Ravenna Primavera,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-nonnato/profil/spieler/760017
Ternana Calcio,Nicky Rizzo,21,Australia,Centrocampista di sinistra,CS,-,Crystal Palace,Inghilterra,150 mila €,In,2000,s,serie-b,https://www.transfermarkt.it/nicky-rizzo/profil/spieler/45695
Ternana Calcio,Saidu Alade Adeshina,17,Nigeria,Punta centrale,P,-,AC Reggiana,Italia,gratuito,In,2000,s,serie-b,https://www.transfermarkt.it/saidu-alade-adeshina/profil/spieler/21751
Ternana Calcio,Stefano Lucchini,19,Italia,Difensore centrale,DC,-,US Cremonese,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/stefano-lucchini/profil/spieler/6012
Ternana Calcio,Mattia Graffiedi,20,Italia,Punta centrale,P,-,Milan AC,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/mattia-graffiedi/profil/spieler/6395
Ternana Calcio,Emiliano Tarana,21,Italia,Ala destra,AD,-,AC Arezzo,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/emiliano-tarana/profil/spieler/21803
Ternana Calcio,Mirko Benin,22,Italia,Trequartista,TQ,-,US Pistoiese 1921,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/mirko-benin/profil/spieler/30619
Ternana Calcio,Dario Smoje,21,Croazia,Difensore centrale,DC,-,Calcio Monza,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/dario-smoje/profil/spieler/28172
Ternana Calcio,Alessandro Agostini,20,Italia,Terzino sinistro,TS,-,AC Fiorentina,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-agostini/profil/spieler/17171
Ternana Calcio,Angelo Carbone,32,Italia,Centrocampista di destra,CD,-,US Pistoiese 1921,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/angelo-carbone/profil/spieler/177667
Ternana Calcio,Marco Schenardi,32,Italia,Centrocampista di destra,CD,-,Vicenza Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/marco-schenardi/profil/spieler/6814
Ternana Calcio,Roberto Romualdi,30,Italia,Centrocampo,Centrocampo,-,Alzano Virescit,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/roberto-romualdi/profil/spieler/287576
Ternana Calcio,Roberto Ripa,32,Italia,Difensore centrale,DC,-,AC Perugia,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/roberto-ripa/profil/spieler/224591
Ternana Calcio,Marco Sgrò,30,Italia,Trequartista,TQ,-,UC Sampdoria,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/marco-sgro/profil/spieler/223114
Ternana Calcio,Alessandro Cibocchi,17,Italia,Terzino sinistro,TS,-,Ternana Berretti,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-cibocchi/profil/spieler/21812
Ternana Calcio,Corrado Grabbi,24,Italia,Punta centrale,P,-,US Ravenna,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/corrado-grabbi/profil/spieler/3704
Ternana Calcio,Riccardo Gissi,20,Italia,Mediano,M,-,AC Prato,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/riccardo-gissi/profil/spieler/28867
UC Sampdoria,Mirko Conte,25,Italia,Difensore centrale,DC,-,Vicenza Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/mirko-conte/profil/spieler/6748
UC Sampdoria,Fabrizio Casazza,29,Italia,Portiere,POR,-,AC Venezia 1907,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/fabrizio-casazza/profil/spieler/16855
UC Sampdoria,Dario Marcolin,28,Italia,Mediano,M,-,SS Lazio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/dario-marcolin/profil/spieler/3510
UC Sampdoria,Ikechukwu Kalu,16,Nigeria,Punta centrale,P,-,Milan Primavera,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/ikechukwu-kalu/profil/spieler/33768
UC Sampdoria,Cleto Polonia,31,Italia,Terzino destro,TD,-,Piacenza FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/cleto-polonia/profil/spieler/227507
UC Sampdoria,Martino Traversa,26,Italia,Terzino destro,TD,-,Robur Siena,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/martino-traversa/profil/spieler/222786
UC Sampdoria,Gian Paolo Manighetti,31,Italia,Terzino destro,TD,-,Piacenza FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/gian-paolo-manighetti/profil/spieler/227673
UC Sampdoria,Daniele Perrone,17,Italia,Attacco,Attacco,-,,Sconosciuto,?,In,2000,s,serie-b,https://www.transfermarkt.it/daniele-perrone/profil/spieler/496274
UC Sampdoria,Claudio Bonomi,27,Italia,Centrocampista di sinistra,CS,-,US Lecce,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/claudio-bonomi/profil/spieler/226059
UC Sampdoria,Gaetano Vasari,30,Italia,Ala destra,AD,-,US Lecce,Italia,Fine prestito30/giu/2001,In,2000,s,serie-b,https://www.transfermarkt.it/gaetano-vasari/profil/spieler/223362
AC Chievo Verona,Luciano,24,Brasile,Centrocampista di destra,CD,-,Bologna FC,Italia,"2,33 mln €",In,2000,s,serie-b,https://www.transfermarkt.it/luciano/profil/spieler/6233
AC Chievo Verona,Giorgio Frezzolini,24,Italia,Portiere,POR,-,FC Internazionale,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/giorgio-frezzolini/profil/spieler/7102
AC Chievo Verona,Bernardo Corradi,24,Italia,Punta centrale,P,-,Cagliari Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/bernardo-corradi/profil/spieler/5851
AC Chievo Verona,Simone Barone,22,Italia,Centrale,CC,-,AC Parma,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/simone-barone/profil/spieler/5866
AC Chievo Verona,Sergio Pellissier,21,Italia,Punta centrale,P,-,Varese FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/sergio-pellissier/profil/spieler/5928
AC Chievo Verona,Giorgio Gorgone,23,Italia,Centrocampista di destra,CD,-,Alzano Virescit,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/giorgio-gorgone/profil/spieler/22274
AC Chievo Verona,Christian Manfredini,25,Costa d'Avorio,Ala sinistra,AS,-,Genoa CFC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/christian-manfredini/profil/spieler/5850
AC Chievo Verona,Ciro De Cesare,28,Italia,Seconda punta,SP,-,US Salernitana,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/ciro-de-cesare/profil/spieler/147617
AC Chievo Verona,Maurizio De Pascale,22,Italia,Difesa,Difesa,-,,Sconosciuto,?,In,2000,s,serie-b,https://www.transfermarkt.it/maurizio-de-pascale/profil/spieler/497085
AC Chievo Verona,Luca Mezzano,23,Italia,Difensore centrale,DC,-,FC Internazionale,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/luca-mezzano/profil/spieler/21888
AC Chievo Verona,Michele Baldi,28,Italia,Centrocampo,Centrocampo,-,Delfino Pescara 1936,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/michele-baldi/profil/spieler/285824
AC Chievo Verona,Massimo Marazzina,26,Italia,Punta centrale,P,-,Reggina Calcio,Italia,Fine prestito30/giu/2001,In,2000,s,serie-b,https://www.transfermarkt.it/massimo-marazzina/profil/spieler/5930
AC Chievo Verona,Nicola Legrottaglie,23,Italia,Difensore centrale,DC,-,AC Reggiana,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/nicola-legrottaglie/profil/spieler/5925
AC Chievo Verona,Raffaele Cerbone,31,Italia,Attacco,Attacco,-,Brescia Calcio,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/raffaele-cerbone/profil/spieler/227297
AC Chievo Verona,Tommaso Chiecchi,20,Italia,Difensore centrale,DC,-,SP Ars et Labor,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/tommaso-chiecchi/profil/spieler/5918
AC Chievo Verona,Salvatore Bruno,20,Italia,Punta centrale,P,-,US Cremonese,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/salvatore-bruno/profil/spieler/7108
Empoli FC,Igor Budan,20,Croazia,Punta centrale,P,-,AC Venezia 1907,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/igor-budan/profil/spieler/19437
Empoli FC,Marco Barollo,27,Italia,Centrocampo,Centrocampo,-,AC Cesena,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/marco-barollo/profil/spieler/6024
Empoli FC,Ibrahim Abdul Razak,17,Ghana,Trequartista,TQ,-,Aalborg BK,Danimarca,?,In,2000,s,serie-b,https://www.transfermarkt.it/ibrahim-abdul-razak/profil/spieler/12519
Empoli FC,Massimo Maccarone,20,Italia,Punta centrale,P,-,AC Prato,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/massimo-maccarone/profil/spieler/3713
Empoli FC,Alessandro Diamanti,17,Italia,Trequartista,TQ,-,AC Prato,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/alessandro-diamanti/profil/spieler/23197
Empoli FC,Matteo Matteazzi,29,Italia,Libero,LIB,-,Carrarese Calcio 1908,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/matteo-matteazzi/profil/spieler/299914
Empoli FC,Ivan Soldano,18,Italia,Portiere,POR,-,Robur Siena,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/ivan-soldano/profil/spieler/496267
Empoli FC,Davide Matteini,18,Italia,Ala sinistra,AS,-,Empoli Primavera,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/davide-matteini/profil/spieler/29593
Empoli FC,Davide Moro,18,Italia,Centrale,CC,-,Empoli Primavera,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/davide-moro/profil/spieler/28841
Empoli FC,Francesco D'Aniello,20,Italia,Centrale,CC,-,Foggia Calcio,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/francesco-daniello/profil/spieler/6019
Empoli FC,Stefano Bianconi,31,Italia,Libero,LIB,-,Cagliari Calcio,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/stefano-bianconi/profil/spieler/22147
Empoli FC,Massimo Gazzoli,24,Italia,Portiere,POR,-,Montevarchi Calcio Aquila 1902,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/massimo-gazzoli/profil/spieler/21923
Empoli FC,Salvatore Mastronunzio,20,Italia,Punta centrale,P,-,USC Baracca Lugo 1909,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/salvatore-mastronunzio/profil/spieler/43224
AC Venezia 1907,Paulo da Silva,20,Paraguay,Difensore centrale,DC,-,Club Atlético Lanús,Argentina,gratuito,In,2000,s,serie-b,https://www.transfermarkt.it/paulo-da-silva/profil/spieler/38800
AC Venezia 1907,Fabio Bazzani,23,Italia,Punta centrale,P,-,AC Arezzo,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/fabio-bazzani/profil/spieler/9089
AC Venezia 1907,Salvatore Miceli,26,Italia,Mediano,M,-,SSC Napoli,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/salvatore-miceli/profil/spieler/21795
AC Venezia 1907,Mariano Sotgia,30,Italia,Ala destra,AD,-,US Ravenna,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/mariano-sotgia/profil/spieler/192067
AC Venezia 1907,Cristian Bertani,19,Italia,Punta centrale,P,-,Como Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/cristian-bertani/profil/spieler/102041
AC Venezia 1907,Tiziano Maggiolini,20,Italia,Terzino sinistro,TS,-,AS Cisco Lodigiani,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/tiziano-maggiolini/profil/spieler/100740
AC Venezia 1907,Evans Soligo,21,Italia,Centrale,CC,-,SP Ars et Labor,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/evans-soligo/profil/spieler/21771
AC Venezia 1907,Arturo Di Napoli,26,Italia,Punta centrale,P,-,Piacenza FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/arturo-di-napoli/profil/spieler/19123
AC Venezia 1907,Paolo Foglio,24,Italia,Terzino destro,TD,-,Reggina Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/paolo-foglio/profil/spieler/15337
AC Venezia 1907,Pierluigi Brivio,31,Italia,Portiere,POR,-,Vicenza Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/pierluigi-brivio/profil/spieler/22747
AC Venezia 1907,Kewullay Conteh,22,Sierra Leone,Difensore centrale,DC,-,AC Chievo Verona,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/kewullay-conteh/profil/spieler/20917
AC Venezia 1907,Ivone De Franceschi,26,Italia,Ala sinistra,AS,-,Sporting CP,Portogallo,?,In,2000,s,serie-b,https://www.transfermarkt.it/ivone-de-franceschi/profil/spieler/5924
AC Venezia 1907,Antonio Marasco,30,Italia,Mediano,M,-,Hellas Verona,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/antonio-marasco/profil/spieler/17147
AC Venezia 1907,Salvatore Masiello,18,Italia,Terzino sinistro,TS,-,Venezia FC Juniores,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/salvatore-masiello/profil/spieler/21769
AC Venezia 1907,Marco Fabris,19,Italia,Difensore centrale,DC,-,Calcio Sandonà,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/marco-fabris/profil/spieler/32086
Torino Calcio,Mirko Cudini,26,Italia,Difensore centrale,DC,-,US Salernitana,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/mirko-cudini/profil/spieler/8551
Torino Calcio,Riccardo Maspero,29,Italia,Trequartista,TQ,-,US Lecce,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/riccardo-maspero/profil/spieler/167091
Torino Calcio,Giorgio Venturin,31,Italia,Centrale,CC,-,Atlético de Madrid,Spagna,?,In,2000,s,serie-b,https://www.transfermarkt.it/giorgio-venturin/profil/spieler/180554
Torino Calcio,Giovanni Lopez,33,Italia,Difensore centrale,DC,-,SSC Napoli,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/giovanni-lopez/profil/spieler/151881
Torino Calcio,Paolo Castellini,21,Italia,Terzino sinistro,TS,-,US Cremonese,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/paolo-castellini/profil/spieler/16891
Torino Calcio,Daniele Delli Carri,28,Italia,Difensore centrale,DC,-,Piacenza FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/daniele-delli-carri/profil/spieler/15336
Torino Calcio,Davide Mandelli,23,Italia,Difensore centrale,DC,-,Varese FC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/davide-mandelli/profil/spieler/21689
