Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile
AC Chievo Verona,Salvatore Bruno,21,Italia,Punta centrale,P,-,Alzano Virescit,Italia,Prestito,Out,2000,w,serie-b,https://www.transfermarkt.it/salvatore-bruno/profil/spieler/7108
AC Chievo Verona,Raffaele Cerbone,31,Italia,Attacco,Attacco,-,SP Ars et Labor,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/raffaele-cerbone/profil/spieler/227297
Empoli FC,Massimo Gazzoli,25,Italia,Portiere,POR,-,AC Pisa 1909,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/massimo-gazzoli/profil/spieler/21923
Empoli FC,Gianluca Porro,21,Italia,Ala sinistra,AS,-,Carrarese Calcio 1908,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/gianluca-porro/profil/spieler/101637
Empoli FC,Christian Bini,30,Italia,Portiere,POR,-,AC Pisa 1909,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/christian-bini/profil/spieler/309591
Empoli FC,Matteo Matteazzi,29,Italia,Libero,LIB,-,AS Lucchese Libertas,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/matteo-matteazzi/profil/spieler/299914
Empoli FC,Pierre Regonesi,21,Italia,Terzino sinistro,TS,-,Atalanta,Italia,Fine prestito01/feb/2001,Out,2000,w,serie-b,https://www.transfermarkt.it/pierre-regonesi/profil/spieler/22250
Empoli FC,Igor Budan,20,Croazia,Punta centrale,P,-,AC Venezia 1907,Italia,Fine prestito01/dic/2000,Out,2000,w,serie-b,https://www.transfermarkt.it/igor-budan/profil/spieler/19437
AC Venezia 1907,Igor Budan,20,Croazia,Punta centrale,P,-,AC Bellinzona,Svizzera,Prestito,Out,2000,w,serie-b,https://www.transfermarkt.it/igor-budan/profil/spieler/19437
AC Venezia 1907,Ivone De Franceschi,27,Italia,Ala sinistra,AS,-,US Salernitana,Italia,Prestito,Out,2000,w,serie-b,https://www.transfermarkt.it/ivone-de-franceschi/profil/spieler/5924
AC Venezia 1907,Salvatore Miceli,26,Italia,Mediano,M,-,Piacenza FC,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/salvatore-miceli/profil/spieler/21795
AC Venezia 1907,Mauro Bianchi,20,Italia,Difensore centrale,DC,-,US Pistoiese 1921,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/mauro-bianchi/profil/spieler/21830
AC Venezia 1907,Runar Berg,30,Norvegia,Centrale,CC,-,FK Lyn,Norvegia,Prestito,Out,2000,w,serie-b,https://www.transfermarkt.it/runar-berg/profil/spieler/24072
AC Venezia 1907,Cristian Bertani,19,Italia,Punta centrale,P,-,AC Savoia 1908,Italia,Prestito,Out,2000,w,serie-b,https://www.transfermarkt.it/cristian-bertani/profil/spieler/102041
AC Venezia 1907,Marco Fabris,20,Italia,Difensore centrale,DC,-,AS Cisco Lodigiani,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/marco-fabris/profil/spieler/32086
AC Venezia 1907,Francesco Bison,20,Italia,Portiere,POR,-,US Lido di Jesolo,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/francesco-bison/profil/spieler/249017
Torino Calcio,Marco Ferrante,29,Italia,Punta centrale,P,-,FC Internazionale,Italia,Spesa prestito:500 mila €,Out,2000,w,serie-b,https://www.transfermarkt.it/marco-ferrante/profil/spieler/21883
Torino Calcio,Vincenzo Sommese,24,Italia,Ala destra,AD,-,Vicenza Calcio,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/vincenzo-sommese/profil/spieler/16854
Torino Calcio,Gianluigi Lentini,31,Italia,Ala destra,AD,-,Cosenza Calcio 1914,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/gianluigi-lentini/profil/spieler/171685
Torino Calcio,Massimo Ficcadenti,33,Italia,Mediano,M,-,US Ravenna,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/massimo-ficcadenti/profil/spieler/227418
Torino Calcio,Andrea Citterio,25,Italia,Difensore centrale,DC,-,Calcio Monza,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/andrea-citterio/profil/spieler/300678
US Salernitana,Ighli Vannucchi,23,Italia,Trequartista,TQ,-,AC Venezia 1907,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/ighli-vannucchi/profil/spieler/6022
US Salernitana,Vincenzo Chianese,25,Italia,Punta centrale,P,-,Delfino Pescara 1936,Italia,?,Out,2000,w,serie-b,https://www.transfermarkt.it/vincenzo-chianese/profil/spieler/57793
US Salernitana,Stefano Guidoni,29,Italia,Attacco,Attacco,-,Cosenza Calcio 1914,Italia,Prestito,Out,2000,w,serie-b,https://www.transfermarkt.it/stefano-guidoni/profil/spieler/25496
US Salernitana,Lorenzo Squizzi,26,Italia,Portiere,POR,-,,svincolato,-,Out,2000,w,serie-b,https://www.transfermarkt.it/lorenzo-squizzi/profil/spieler/22092
